Entidad,Fecha y Hora de Publicacion,Nomenclatura,Objeto de Contratacion,Descripcion del Objeto ,Valor Referencial,Moneda,Fecha Fin Formulación de consultas y observaciones(Electronica),Absolución de consultas y observaciones(Electronica),Integración de las Bases,Fecha Presentacion de Propuesta,Fecha de Buena Pro,Estado,Fideicomiso,Ruc,Razon Social,Tipo de Formulario,Telefono,Email,Ola
GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,02/10/2023,LP-SM-5-2023-GRA-SEDECENTRAL-1,Obra,CONTRATACION DE LA EJECUCION DE LA OBRA DEL COMPONENTE INFRAESTRUCTURA Y EQUIPAMIENTO DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE PUQUIO FELIPE HUAMAN POMA DE AYALA DISTRITO DE PUQUIO- PROVINCIA DE LUCANAS -DEPARTAMENTO DE AYACUCHO," $295,335,984.60 ",Soles,17/10/2023,18/12/2023,18/12/2023,03/01/2024,05/01/2024,Convocado,No,20563373009,ERALMA CONSTRUCTORA SOCIEDAD ANONIMA CERRADA - ERALMA CONSTRUCTORA S.A.C.,Observación/Consulta,964706247,aserpa@eralma.com,Enero 2024
GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,02/10/2023,LP-SM-5-2023-GRA-SEDECENTRAL-1,Obra,CONTRATACION DE LA EJECUCION DE LA OBRA DEL COMPONENTE INFRAESTRUCTURA Y EQUIPAMIENTO DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE PUQUIO FELIPE HUAMAN POMA DE AYALA DISTRITO DE PUQUIO- PROVINCIA DE LUCANAS -DEPARTAMENTO DE AYACUCHO," $295,335,984.60 ",Soles,17/10/2023,18/12/2023,18/12/2023,03/01/2024,05/01/2024,Convocado,No,20602979173,"SINOHYDRO CORPORATION LIMITED, SUCURSAL DEL PERU",Consulta/Observación,999542206,laura@powerchina-intl.com,Enero 2024
GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,02/10/2023,LP-SM-5-2023-GRA-SEDECENTRAL-1,Obra,CONTRATACION DE LA EJECUCION DE LA OBRA DEL COMPONENTE INFRAESTRUCTURA Y EQUIPAMIENTO DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE PUQUIO FELIPE HUAMAN POMA DE AYALA DISTRITO DE PUQUIO- PROVINCIA DE LUCANAS -DEPARTAMENTO DE AYACUCHO," $295,335,984.60 ",Soles,17/10/2023,18/12/2023,18/12/2023,03/01/2024,05/01/2024,Convocado,No,20603414790,CONSTRUCTORA MASIAS &amp;amp; ASOCIADOS S.A.C.,Observación,984559443,constructora.masias@gmail.com,Enero 2024
GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,02/10/2023,LP-SM-5-2023-GRA-SEDECENTRAL-1,Obra,CONTRATACION DE LA EJECUCION DE LA OBRA DEL COMPONENTE INFRAESTRUCTURA Y EQUIPAMIENTO DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE PUQUIO FELIPE HUAMAN POMA DE AYALA DISTRITO DE PUQUIO- PROVINCIA DE LUCANAS -DEPARTAMENTO DE AYACUCHO," $295,335,984.60 ",Soles,17/10/2023,18/12/2023,18/12/2023,03/01/2024,05/01/2024,Convocado,No,20557209752,OBRAS DE INFRAESTRUCTURA S.A.C.,Observación,5196230-920159528,GERENCIA@OBRASIN.PE,Enero 2024
GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,02/10/2023,LP-SM-5-2023-GRA-SEDECENTRAL-1,Obra,CONTRATACION DE LA EJECUCION DE LA OBRA DEL COMPONENTE INFRAESTRUCTURA Y EQUIPAMIENTO DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE PUQUIO FELIPE HUAMAN POMA DE AYALA DISTRITO DE PUQUIO- PROVINCIA DE LUCANAS -DEPARTAMENTO DE AYACUCHO," $295,335,984.60 ",Soles,17/10/2023,18/12/2023,18/12/2023,03/01/2024,05/01/2024,Convocado,No,20542153980,CONSTRUCTORA JAOR E.I.R.L.,Observación,991134716,ARQ_RADHAGU@HOTMAIL.COM,Enero 2024
GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,02/10/2023,LP-SM-5-2023-GRA-SEDECENTRAL-1,Obra,CONTRATACION DE LA EJECUCION DE LA OBRA DEL COMPONENTE INFRAESTRUCTURA Y EQUIPAMIENTO DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE PUQUIO FELIPE HUAMAN POMA DE AYALA DISTRITO DE PUQUIO- PROVINCIA DE LUCANAS -DEPARTAMENTO DE AYACUCHO," $295,335,984.60 ",Soles,17/10/2023,18/12/2023,18/12/2023,03/01/2024,05/01/2024,Convocado,No,20605171941,CHINA ROAD AND BRIDGE CORPORATION SUCURSAL PERU,Consulta,988888599,daiyp@crbc.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-70-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN POR NIVELES DE SERVICIO DEL CORREDOR VIAL: SICUANI - PUCARA - CALAPUJA Y PUNO - DESAGUADERO," $268,162,927.71 ",Soles,14/12/2023,05/01/2024,05/01/2024,11/01/2024,16/01/2024,Convocado,No,10472415986,MATOS VALDIVIA JOSE JOSE,Observación,,jose_m_v_7@hotmail.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-70-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN POR NIVELES DE SERVICIO DEL CORREDOR VIAL: SICUANI - PUCARA - CALAPUJA Y PUNO - DESAGUADERO," $268,162,927.71 ",Soles,14/12/2023,05/01/2024,05/01/2024,11/01/2024,16/01/2024,Convocado,No,20601145571,INDUSTRY SUPPORT GROUP S.A.C.,Consulta,955859688,Operaciones@isgsac.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-70-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN POR NIVELES DE SERVICIO DEL CORREDOR VIAL: SICUANI - PUCARA - CALAPUJA Y PUNO - DESAGUADERO," $268,162,927.71 ",Soles,14/12/2023,05/01/2024,05/01/2024,11/01/2024,16/01/2024,Convocado,No,20515134442,LEVANTE SAC,Observación/Consulta,969 288 294,contactenos@levante.pe,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-70-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN POR NIVELES DE SERVICIO DEL CORREDOR VIAL: SICUANI - PUCARA - CALAPUJA Y PUNO - DESAGUADERO," $268,162,927.71 ",Soles,14/12/2023,05/01/2024,05/01/2024,11/01/2024,16/01/2024,Convocado,No,20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,Consulta,6113939-947524354,casa@casacontratistas.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-70-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN POR NIVELES DE SERVICIO DEL CORREDOR VIAL: SICUANI - PUCARA - CALAPUJA Y PUNO - DESAGUADERO," $268,162,927.71 ",Soles,14/12/2023,05/01/2024,05/01/2024,11/01/2024,16/01/2024,Convocado,No,20611485078,GRUPO BELXCON S.A.C.,Consulta,986836413,alexccori.15@gmail.com,Enero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,04/08/2023,LP-SM-8-2023-PASLC-1,Obra,"EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSE GALVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA ETAPA 2-CUI 240350"," $229,851,281.62 ",Soles,18/08/2023,08/01/2024,08/01/2024,17/01/2024,22/01/2024,Convocado,Si,20552332092,2H INGENIERIA Y CONSTRUCCION S.A.C.,Observación/Consulta,7511864-941704475,contacto@2h.pe,Enero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,04/08/2023,LP-SM-8-2023-PASLC-1,Obra,"EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSE GALVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA ETAPA 2-CUI 240350"," $229,851,281.62 ",Soles,18/08/2023,08/01/2024,08/01/2024,17/01/2024,22/01/2024,Convocado,Si,20602371442,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,Consulta/Observación,(01) 743 9022,desarrollodemercados@cggcperu.com,Enero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,04/08/2023,LP-SM-8-2023-PASLC-1,Obra,"EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSE GALVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA ETAPA 2-CUI 240350"," $229,851,281.62 ",Soles,18/08/2023,08/01/2024,08/01/2024,17/01/2024,22/01/2024,Convocado,Si,20100754755,IVC CONTRATISTAS GENERALES S.A.,Consulta/Observación,4378385-987989399,JVERA@ivc.pe,Enero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,04/08/2023,LP-SM-8-2023-PASLC-1,Obra,"EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSE GALVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA ETAPA 2-CUI 240350"," $229,851,281.62 ",Soles,18/08/2023,08/01/2024,08/01/2024,17/01/2024,22/01/2024,Convocado,Si,20610309462,CHINA MACHINERY ENGINEERING CORPORATION SUCURSAL PERU,Consulta/Observación,924161031,gsalas@cmec.com.pe,Enero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,04/08/2023,LP-SM-8-2023-PASLC-1,Obra,"EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSE GALVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA ETAPA 2-CUI 240350"," $229,851,281.62 ",Soles,18/08/2023,08/01/2024,08/01/2024,17/01/2024,22/01/2024,Convocado,Si,20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,Consulta,6113939-947524354,casa@casacontratistas.com,Enero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,04/08/2023,LP-SM-8-2023-PASLC-1,Obra,"EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSE GALVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA ETAPA 2-CUI 240350"," $229,851,281.62 ",Soles,18/08/2023,08/01/2024,08/01/2024,17/01/2024,22/01/2024,Convocado,Si,20557702718,CHINA COMMUNICATIONS CONSTRUCTION COMPANY LTD SUCURSAL DEL PERU,Consulta,4800963-952398924,sunxiaoliang@ccccltd.cn,Enero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,04/08/2023,LP-SM-8-2023-PASLC-1,Obra,"EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSE GALVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA ETAPA 2-CUI 240350"," $229,851,281.62 ",Soles,18/08/2023,08/01/2024,08/01/2024,17/01/2024,22/01/2024,Convocado,Si,20554399585,CCCC DEL PERU S.A.C.,Consulta,2965366,ccccdelperusac@cccc-peru.com,Enero 2024
PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO,04/08/2023,LP-SM-8-2023-PASLC-1,Obra,"EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA EL ESQUEMA JOSE GALVEZ SECTOR 315  Y ESQUEMA VILLA ALEJANDRO EN LOS DISTRITOS DE VILLA MARIA DEL TRIUNFO Y LURIN DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA ETAPA 2-CUI 240350"," $229,851,281.62 ",Soles,18/08/2023,08/01/2024,08/01/2024,17/01/2024,22/01/2024,Convocado,Si,20608547020,2Z INGENIERIA CONSTRUCCION Y SERVICIOS SAC,Observación/Consulta,956480215,2zicssac@gmail.com,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20605308423,IDDEA INGENIERIA S.A.C.,Consulta,986018535,iddeaingenieria@gmail.com,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,Consulta,6113939-947524354,casa@casacontratistas.com,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20602371442,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,Consulta,(01) 743 9022,desarrollodemercados@cggcperu.com,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20100754755,IVC CONTRATISTAS GENERALES S.A.,Consulta/Observación,4378385-987989399,JVERA@ivc.pe,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20610309462,CHINA MACHINERY ENGINEERING CORPORATION SUCURSAL PERU,Consulta/Observación,924161031,gsalas@cmec.com.pe,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20601748283,CHINA TIESIJU CIVIL ENGINEERING GROUP CO. LTD. SUCURSAL DEL PERU,Consulta,3408018-965271174,carloslinqf@gmail.com,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20605171941,CHINA ROAD AND BRIDGE CORPORATION SUCURSAL PERU,Consulta,988888599,daiyp@crbc.com,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20565671198,ARTEGI CONSTRUCCIONES Y PROYECTOS E.I.R.L.,Consulta,988750866,ARTEGICP@GMAIL.COM,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20602979173,"SINOHYDRO CORPORATION LIMITED, SUCURSAL DEL PERU",Consulta/Observación,999542206,laura@powerchina-intl.com,Enero 2024
PROGRAMA NACIONAL DE SANEAMIENTO URBANO,24/02/2023,LP-SM-1-2023-VIVIENDA/PNSU-1,Obra,"EJECUCIÓN DE OBRA DEL PROYECTO: ¿AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA¿ CON CUI 2331579 (SNIP N° 112210)"," $182,237,152.02 ",Soles,10/03/2023,18/10/2023,18/10/2023,04/12/2023,05/01/2024,Convocado,Si,20554399585,CCCC DEL PERU S.A.C.,Consulta/Observación,2965366,ccccdelperusac@cccc-peru.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-50-2023-MTC/20-2,Servicio,"SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: ""EMP. PE-3S (CONCEPCIÓN) - COMAS - EMP. PE-5S (SATIPO) / EMP. PE- 5S (PTO. OCOPA) - ATALAYA"""," $153,011,375.85 ",Soles,14/12/2023,03/01/2024,03/01/2024,08/01/2024,11/01/2024,Convocado,No,10472415986,MATOS VALDIVIA JOSE JOSE,Observación,,jose_m_v_7@hotmail.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-50-2023-MTC/20-2,Servicio,"SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: ""EMP. PE-3S (CONCEPCIÓN) - COMAS - EMP. PE-5S (SATIPO) / EMP. PE- 5S (PTO. OCOPA) - ATALAYA"""," $153,011,375.85 ",Soles,14/12/2023,03/01/2024,03/01/2024,08/01/2024,11/01/2024,Convocado,No,20515134442,LEVANTE SAC,Observación/Consulta,969 288 294,contactenos@levante.pe,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-50-2023-MTC/20-2,Servicio,"SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: ""EMP. PE-3S (CONCEPCIÓN) - COMAS - EMP. PE-5S (SATIPO) / EMP. PE- 5S (PTO. OCOPA) - ATALAYA"""," $153,011,375.85 ",Soles,14/12/2023,03/01/2024,03/01/2024,08/01/2024,11/01/2024,Convocado,No,20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,Consulta,6113939-947524354,casa@casacontratistas.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-50-2023-MTC/20-2,Servicio,"SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: ""EMP. PE-3S (CONCEPCIÓN) - COMAS - EMP. PE-5S (SATIPO) / EMP. PE- 5S (PTO. OCOPA) - ATALAYA"""," $153,011,375.85 ",Soles,14/12/2023,03/01/2024,03/01/2024,08/01/2024,11/01/2024,Convocado,No,20610504273,VCM INVERSIONES GENERALES S.A.C.,Observación,961536780,AMAZONICASACD@GMAIL.COM,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-74-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: CUSCO - PISAC / URUBAMBA - CHINCHEROS - CACHIMAYO / HUACARPAY - OLLANTAYTAMBO - ABRA MALAGA - SANTA MARIA," $150,481,591.25 ",Soles,14/12/2023,04/01/2024,04/01/2024,16/01/2024,19/01/2024,Convocado,No,10472415986,MATOS VALDIVIA JOSE JOSE,Observación,,jose_m_v_7@hotmail.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-74-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: CUSCO - PISAC / URUBAMBA - CHINCHEROS - CACHIMAYO / HUACARPAY - OLLANTAYTAMBO - ABRA MALAGA - SANTA MARIA," $150,481,591.25 ",Soles,14/12/2023,04/01/2024,04/01/2024,16/01/2024,19/01/2024,Convocado,No,20515134442,LEVANTE SAC,Observación/Consulta,969 288 294,contactenos@levante.pe,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-74-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: CUSCO - PISAC / URUBAMBA - CHINCHEROS - CACHIMAYO / HUACARPAY - OLLANTAYTAMBO - ABRA MALAGA - SANTA MARIA," $150,481,591.25 ",Soles,14/12/2023,04/01/2024,04/01/2024,16/01/2024,19/01/2024,Convocado,No,20109565017,CONSTRUCCION Y ADMINISTRACION S.A.,Consulta,6113939-947524354,casa@casacontratistas.com,Enero 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),12/12/2023,AS-SM-74-2023-MTC/20-1,Servicio,SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: CUSCO - PISAC / URUBAMBA - CHINCHEROS - CACHIMAYO / HUACARPAY - OLLANTAYTAMBO - ABRA MALAGA - SANTA MARIA," $150,481,591.25 ",Soles,14/12/2023,04/01/2024,04/01/2024,16/01/2024,19/01/2024,Convocado,No,20611485078,GRUPO BELXCON S.A.C.,Consulta,986836413,alexccori.15@gmail.com,Enero 2024
